,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
642,2018-01-27 13:00:00,"32,9","25,5343","25,2","46,8576","40,5356","34,7905",,"68,8","47,0","62,049","98,882",,,,"86,0899","66,6","94,3","58,0045","62,765146","78,2","85,023418","87,28","58,391803","48,170161","78,971458","92,494875","67,105147","53,45","73,39","62,759213","81,3648","46,1","93,0",,"85,9258","61,5728","32,1443","12,8399","29,0222","178,5",,,"107,21","69,1054","92,6083","45,7275","35,327",,,"36,2017","33,8111"
643,2018-01-27 14:00:00,"17,4025","18,9023","28,1133","38,1672","29,9697","40,9155",,"85,2","48,0","51,549","94,607",,,,"84,5749","77,0","84,9","49,5853","62,868712","67,1","92,174319","84,22","49,170591","52,519581","79,164771","84,389518","66,73325","47,23","68,09","58,832251","92,8091","38,6","90,0",,"100,793","53,5633","32,2105","13,0065",,"123,4",,,"96,56","42,1266","82,1542","51,4148","32,0528",,,"29,3018","32,9561"
644,2018-01-27 15:00:00,"17,2","24,0374","21,3983","35,1497","23,0955","41,9655",,"88,1","43,0","43,149","96,032",,,,"87,213","96,1","93,6104","50,0234","62,661579","68,7","88,57322","80,31","49,803757","64,911323","74,621913","76,102018","55,948228","54,9","67,23","53,525546","74,166","37,3","80,0",,"111,279","55,6412","35,5227","12,8254",,"122,2",,,"113,64","47,6342","76,0675","47,5071","36,0778",,,"28,2491","25,9786"
645,2018-01-27 16:00:00,"22,0655","29,279","25,2956","24,166","26,7872","29,1905",,"93,1","48,0","50,499","114,557",,,,"95,3156","96,8","95,5","53,5372","62,247314","69,5","81,288945","73,76","46,488265","66,224355","76,748357","72,732375","64,625832","52,29","65,05","53,10101","77,7163","31,8","72,0",,"105,488","67,9526","38,6577","11,8039","45,7719","122,0",,,"127,48","66,6646","76,7999","58,6065","40,7738",,,"20,5165","27,8239"
646,2018-01-27 17:00:00,"20,0429","26,653","25,9285","26,7007","36,2074","30,153",,"100,4","49,0","55,749","108,857",,,,"88,3751","108,4","107,7","58,7178","62,558013","69,8","90,204487","64,95","70,042074","66,634677","78,198206","76,466304","60,782893","52,13","59,51","67,322979","87,9758","50,2","71,0",,"129,984","82,6726","38,9709","14,0664","74,9191","118,6",,,"130,53","97,1373","86,4149","41,5372","39,1842",,,"19,6361","21,5585"
647,2018-01-27 18:00:00,"21,6612","40,8581","23,2","25,7351","36,7166","44,328",,"114,2","41,0","52,599","124,532",,,,"109,187","111,4","115,1","64,825","62,143748","76,3","80,406624","65,75","53,291932","65,567839","81,871154","74,553804","61,774619","53,36","62,15","58,301581","76,9198","48,2","68,0",,"130,382","76,3475","45,7017","15,49","68,5292","145,7",,,"140,34","112,152","77,1604","52,0805","35,0205",,,"17,8752","15,0214"
648,2018-01-27 19:00:00,"29,7179","44,7348","30,3","32,3736","40,7902","36,453",,"116,6","39,0","65,199","125,957",,,,"126,05","158,6","124,7","74,7516","65,354304","81,9","82,448273","74,16","59,416382","67,537387","107,001856","80,382375","63,882037","57,51","65,17","56,921837","84,5034","38,4","65,0",,"106,023","75,5821","39,8017","17,7456","54,0299","146,2",,,"139,04","146,224","97,5105","58,2597","34,5641",,,"17,3201","16,0439"
649,2018-01-27 20:00:00,"43,2954","45,4796","26,9701","35,1497","41,554","36,978",,"117,6","42,0","76,749","113,132",,,,"124,7","148,0","127,1","87,6622","76,228769","84,6","89,424762","76,97","68,430377","57,77171","86,703982","85,755589","69,832394","61,92","71,22","59,999726","82,0929","32,5","72,0",,"119,254","88,0077","35,8356","15,5258","61,9384","161,5",,,"96,01","147,807","109,159","34,2742","34,2385",,,"16,076","14,1982"
650,2018-01-27 21:00:00,"49,4413","43,058","28,0502","33,822",,"45,1155",,"121,1","50,0","69,399","118,832",,,,"136,423","175,0","132,7","97,8127","80,16429","71,2","116,951113","94,34","71,227823","60,397774","83,031033","85,482375","73,675332","68,86","69,7","77,830254","76,846","28,4","91,0",,"105,275","113,73","39,2436","14,301","39,0003","164,8",,,"72,21","156,038","114,858","54,2938","33,8434",,,"19,4255","17,3262"
651,2018-01-27 22:00:00,"45,7827","42,6349","43,5381","38,1672","45,1184","36,978",,"118,8","62,0","80,949","58,982",,,,"151,805","174,4","139,2","106,585","78,714361","55,8","145,01096","85,54","53,430077","58,099968","86,800638","95,318089","69,460496","61,04","71,74","89,186602","74,9416","28,0","86,0",,"102,448","110,328","37,2434","9,29281","18,8241","119,0",,,"85,07","90,6309","116,53","27,8629","36,8549",,,"21,0429","20,3555"
652,2018-01-27 23:00:00,"34,9833","50,3452","43,9","37,8051","40,6629","35,228",,"103,2","60,0","88,299","68,957",,,,"163,967","165,0","142,0","109,284","69,807656","58,1","121,844915","79,01","51,219749","54,653258","80,227993","90,582375","61,278756","50,71","77,19","78,148656","90,4734","27,3",,,"91,1128","100,912","29,8199","14,2118","25,8611","98,4",,,"70,57","104,572","88,8193","30,8583","34,1412",,,"20,727","22,2475"
653,2018-01-28 00:00:00,"63,9","58,5659","52,8472","34,0634","35,4436","32,5155",,"80,7","31,0","64,149","41,882",,,,"164,211","168,1","130,1","120,284","59,140324","66,2","113,43209","74,25","38,141974","46,118548","58,77024","75,464518","54,212708","52,06","66,29","59,893592","98,4117","30,5","69,0",,"103,167","98,3174","30,0816","14,0334","30,7902","89,1",,,"72,91","159,865","91,7037","31,5363","30,9726",,,"25,5408","21,6763"
654,2018-01-28 01:00:00,"47,4029","49,0618","42,6","23,8039",,"27,2655",,"63,1","29,0","45,249","37,607",,,,"167,682","133,2","139,2","113,252","53,754874","52,8","92,441067","55,61","39,028408","47,841903","49,587868","63,260946","51,857358","48,37","48,87","45,671623","95,9295","32,6","52,0",,"100,379","94,0754","34,1897","10,2685","17,683","97,8",,,"64,97","169,106","87,102","49,3165","59,3505",,,"22,9664","16,4807"
655,2018-01-28 02:00:00,"38,0","45,7907","37,5852","22,3555",,"28,928",,"61,5","40,0","31,599","31,907",,,,"165,979","126,7","133,1","94,0312","38,219924","39,1","77,246686","44,16","35,712916","46,282677","47,944707","47,960946","38,097158","36,31","36,82","37,074762","64,1608","32,2","38,0",,"79,9409","93,3697","29,6888","5,77789","18,9476","90,2",,,"73,92","221,494","95,3596","37,2526","28,7201",,,"11,4059","25,9316"
656,2018-01-28 03:00:00,"23,9","26,7469","20,0","18,3724","23,732","21,8405",,"57,5","25,0","21,099","21,932",,,,"135,372","103,0","113,6","73,5555","30,452449","42,1","61,211021","35,67","35,724428","41,769129","45,528293","42,587732","34,626117","35,8","33,68","33,996873","52,3919","28,2","38,0",,"79,3558","84,2295","27,7223","6,81793","25,8439","67,8",,,"53,94","237,983","67,6336","49,9183","25,9471",,,"38,7091","20,6896"
657,2018-01-28 04:00:00,"12,1","19,1483","18,2","19,8208","22,459","27,9655",,"55,5","18,0","10,599","14,807",,,,"117,709","78,4","99,4","62,3874","30,659582","27,6","53,701037","31,71","36,05828","39,799581","41,178749","37,123446","31,650939","28,35","30,15","29,645375","56,1338","25,7","40,0",,"70,2799","68,0797","31,9041","11,3113","32,7476","53,3",,,"52,32","131,576","50,4382","51,3933","26,4253",,,"23,3588","15,4127"
658,2018-01-28 05:00:00,"13,4","14,5214","14,3","14,7514",,"23,2",,"52,6","11,0","8,499","20,507",,,,"81,6233","74,5","65,9","52,9274","25,688398","28,6","43,369678","23,34","29,530904","29,049129","34,799417","29,655589","25,204719","21,75","26,65","23,171195","41,6884","24,4","34,0",,"63,9767","65,1864","33,843","10,5796","32,2","52,7",,,"47,07","56,4496","33,3949","51,6232","24,5255",,,"27,8854","11,3371"
659,2018-01-28 06:00:00,"10,6","15,9465","19,4","15,9584","17,7489","27,4405",,"50,7","12,0","11,649","19,082",,,,"77,7804","85,8","72,4","52,9288","21,235046","26,0","27,303235","12,7","25,248394","24,863839","28,516741","18,727018","17,022979","13,81","20,16","19,774904","19,8139","25,5","41,0",,"72,1186","62,7772","37,1469","5,40572","19,3208","51,8",,,"47,56","28,7576","27,6556","35,1423","22,8356",,,"9,37511","9,47441"
660,2018-01-28 07:00:00,"10,3","14,8924","21,3128","12,096",,"23,6",,"45,0","20,0","15,849","20,507",,,,"76,524","98,7","84,8","60,8283","18,85302","21,2","23,137861","10,38","20,275155","25,766548","25,617045","15,357375","11,072622","11,52","18,16","22,322123","21,7227","31,0","32,0",,"68,3057","60,4852","30,5931","6,92434",,"57,8",,,"44,76","24,8117","23,3777","32,8367","23,2125",,,"12,0853","7,93571"
661,2018-01-28 08:00:00,"8,6","14,0756","17,2","14,51",,"22,103",,"50,0","22,0","18,999","21,932",,,,"88,9854","75,3","83,6","61,9821","18,749454","13,4","30,11435","10,14","21,852317","30,854548","24,36051","24,555589","19,006431","17,63","22,94","29,857643","22,2003","30,5","24,0",,"60,7401","57,4044","30,6512","5,90468",,"42,6",,,"33,65","18,5206","23,8362","29,1491","24,5154",,,"12,7074","11,1315"
662,2018-01-28 09:00:00,"7,5","16,32","20,2","14,51","16,094","23,4",,"49,5","21,0","21,099","21,932",,,,"66,2409","13,9","55,5","48,1377","24,963434","14,2","34,997892","20,09","21,702659","40,291968","27,743489","31,385946","26,320411","24,07","28,28","34,209141","26,725","25,2","27,0",,"61,3664","58,638","36,0664","7,09774",,"46,4",,,"30,33","14,1134","22,4867","27,4487","20,1432",,,"11,2815","10,3862"
663,2018-01-28 10:00:00,"13,9739","15,9477","16,3633","12,6995",,"21,053",,"51,4","23,0","22,149","20,507",,,,"27,6549","3,6","16,3","42,9621","32,627342","21,3","37,747449","30,11","19,480819","34,055065","29,193337","35,484161","28,923692","25,14","31,52","29,539241","26,5312","15,2","21,0",,"49,3971","63,0594","42,765","8,38816",,"34,8",,,"51,62","13,8264","17,4106","25,9129","13,4999",,,"9,9962","6,73351"
664,2018-01-28 11:00:00,"7,56981","12,3173","4,9166","5,2161",,"9,678",,"47,7","16,0","17,949","34,757",,,,"18,6607","3,6","16,4","32,4879","27,03476","32,8","33,24351","30,17","21,909877","27,079581","32,769629","24,373446","21,485746","19,51","22,96","22,852793","20,008","11,2","27,0",,"44,2732","29,3647","45,1768","14,3263","5,77506","26,1",,,"47,52","16,6841","24,2551","20,2111","16,2074",,,"9,35501","14,9715"
665,2018-01-28 12:00:00,"2,73161","3,75237","7,8","4,7333",,"13,178",,"57,7","15,0","17,949","44,732",,,,"16,3177","3,6","12,6779","29,1341","17,403091","14,8","17,628487","24,33","15,842987","20,924742","34,219478","20,093089","16,155218","15,75","17,45","16,697016","20,1993","11,3","26,0",,"32,0311","19,0298","47,6512","8,03183","8,18911","28,5",,,"34,83","16,0219","25,4","22,0356","15,4114",,,"11,7887","18,1505"
666,2018-01-28 13:00:00,"5,16251","7,6641","8,22211","3,4056","6,4192","8,978",,"53,6","15,0","17,949","46,157",,,,"20,3365","3,6","14,0","15,3081","16,470994","16,3","14,406991","15,39","14,910505","20,35029","26,100328","19,091304","16,40315","16,01","17,73","15,847943","19,6088","12,1",,,"15,2193","18,3734","48,6536","5,85305","16,5403","18,8",,,"24,27","14,3378","25,1132","18,3429","11,5936",,,"13,1189","19,3933"
667,2018-01-28 14:00:00,"4,77279","7,65126","10,379","5,5782","4,5097","9,503",,"42,5","14,0","15,849","37,607",,,,"22,5423","7,6","15,1","16,3543","15,021066","19,7","12,591052","17,3","15,647281","21,581258","23,103975","21,914518","15,907287","15,45","19,08","14,043663","17,2758","13,1",,,"19,1833","22,1641","50,3704","6,14329","14,1369","16,2",,,"21,69","17,0457","26,8043","22,8836","8,58417",,,"12,9753","14,3031"
668,2018-01-28 15:00:00,"4,2","4,89696","7,47491","7,0266","2,7275","10,903",,"24,0","12,0","17,949","34,757",,,,"20,9149","12,2","18,7","23,4623","14,088969","38,5","11,985739","14,81","20,655056","21,170935","25,617045","21,094875","16,155218","16,5","19,41","15,635675","15,4827","12,3",,,"17,5476","25,7839","57,4339","8,16584","11,9089","11,5",,,"22,66","15,6942","29,2","27,0044","9,49046",,,"12,6787","12,4044"
669,2018-01-28 16:00:00,"3,8","6,85834","6,54964",,"5,5281","10,2905",,"13,8","17,0","22,149","36,182",,,,"23,6269","7,2","17,5829","25,6911","15,331765","9,0","12,385861","14,77","19,250576","21,499194","29,38665","22,278804","18,758499","17,59","19,35","15,954077","13,2053","14,1",,,"24,7763","30,7622","60,2237","6,92704","11,3159","11,4",,,"19,73","15,7159","29,6348","25,7695","10,8269",,,"15,6358","14,2624"
670,2018-01-28 17:00:00,"5,34876","4,78864","7,9","5,2161","9,9836","13,6155",,"15,3","13,0","20,049","40,457",,,,"23,9963","7,8","18,1","30,0625","17,506658","12,6","14,65322","12,41","16,303472","21,170935","32,769629","19,182375","17,890739","17,25","17,43","14,362066","16,4748","14,3","27,0",,"19,574","32,6068","60,4284","8,60594","15,2816","16,7",,,"20,98","17,6999","25,597","18,6462","10,4822",,,"14,4491","14,1844"
671,2018-01-28 18:00:00,"2,48576","5,14078","8,90244","10,7683","16,7305","12,653",,"16,1","10,0","24,249","41,882",,,,"26,659","15,1","19,5","26,8654","17,506658","14,6","14,889189","11,25","15,014114","20,35029","31,223125","17,360946","15,659355","15,42","16,51","19,562636","21,6498","11,4","17,0",,"16,8782","34,7766","58,0048","7,89735","8,45598","14,5",,,"22,87","21,2357","25,6553","22,7757","10,1768",,,"15,32","20,4162"
672,2018-01-28 19:00:00,"3,76002","4,97881","6,16425","12,3374","18,64","11,253",,"13,2","20,0","25,299","43,307",,,,"29,3194","11,8","27,4","25,8808","18,85302","14,2","17,484853","13,36","14,99109","19,857903","29,67662","16,268089","14,419698","14,16","15,58","17,33382","18,3506","8,8","11,0",,"20,9717","35,2579","54,1392","8,10245","11,0483","14,7",,,"23,7","19,5003","27,8","22,0262","9,53973",,,"11,0805","17,287"
673,2018-01-28 20:00:00,"3,5","6,26537","5,57384","8,2336","15,2029",,,"17,1","20,0","26,349","44,732",,,,"28,9074","23,6","20,7","24,4024","19,163719","14,4","19,444426","17,23","19,895255","19,037258","30,643185","17,360946","15,039526","14,8","17,2","14,680468","24,8293","8,8","17,0",,"22,7057","31,6443","46,3583","8,60912","9,76296","20,0",,,"23,85","21,4993","29,6855","20,0579","9,3759",,,"19,3107","20,1768"
674,2018-01-28 21:00:00,"2,9","3,54611","6,4","9,1992","10,2382","18,078",,"16,1","14,0","11,649","24,782",,,,"26,7066","11,7","19,9373","23,9531","18,542321","14,1","24,009922","12,72","15,75089","18,216613","29,96659","16,359161","15,287458","14,74","16,52","13,619127","12,96","9,6","11,0",,"19,2667","28,7079","36,6245","5,63527","7,45529","21,2",,,"22,39","14,5273","25,0394","17,3082","10,6986",,,"16,6789","16,9426"
675,2018-01-28 22:00:00,"5,7","6,61669",,"10,5269","13,1661","16,153",,"15,5","13,0","7,449","16,232",,,,"22,3578","13,3","12,4","21,375","16,160295","15,4","14,017128","12,02","13,172174","17,642161","25,617045","16,814518","15,411424","14,44","15,98","12,982322","20,6636","7,6","12,0",,"21,4214","27,5717","30,9684","8,18622","11,2422","16,3",,,"21,4","15,8606","20,9735","20,2286","11,2161",,,"18,4877","15,4644"
676,2018-01-28 23:00:00,"3,58298","4,81404","7,06767","11,8546","10,4928","13,178",,"18,0","10,0","11,649","21,932",,,,"17,9792","10,6","17,0","17,5223","14,399668","15,1","10,600701","13,29","12,22818","18,462806","23,683914","16,268089","14,915561","14,25","15,54","12,345518","15,9669","5,0","15,0",,"17,5198","23,4635","27,2098","6,48197","10,6294","19,0",,,"21,68","14,5553","23,9253","19,074","11,9105",,,"8,69946","8,64787"
677,2018-01-29 00:00:00,"2,56732","7,91304","6,1612","7,7508","7,6922","9,4155",,"17,0","8,0","4,299","9,107",,,,"16,3132","7,1","15,4","16,3844","12,63904","14,5","9,451632","15,24","11,928864","16,903581","21,267501","15,084161","14,171766","13,44","14,42","12,66392","14,8345","4,2","11,0",,"14,0704","20,2867","24,8603","7,58811","9,73715","9,3",,,"18,95","14,4273","18,7","22,6514","11,1864",,,"7,32138","4,94882"
678,2018-01-29 01:00:00,"2,1","7,95509","6,4","4,3712","6,8011",,,"13,0","4,0","3,249","4,832",,,,"14,6082","7,5","11,1","13,4305","12,328341","15,5","8,784762","12,44","13,080077","13,621","19,141057","16,450232","13,923835","13,35","14,94","10,222836","6,21952","4,4","11,0",,"17,1864","17,2981","26,0828","4,93618","9,46019","11,0",,,"15,82","12,8933","18,0","20,1","11,7114",,,"8,76167","5,34553"
679,2018-01-29 02:00:00,"2,3","4,51306","6,38202","10,5269","6,5465",,,"12,7","2,0",,"13,382",,,,"12,7457","9,2","10,1","11,4996","10,567713","14,5","7,584395","10,0","14,841432","13,621","15,854734","19,000232","14,667629","15,18","14,64","8,843093","8,37727","4,6","12,0",,"17,0639","17,8007","26,2066","6,53403","5,92207","13,4",,,"14,82","14,3756","11,5","14,7566","10,8865",,,"13,0997","6,08099"
680,2018-01-29 03:00:00,"4,60811","8,35644","6,6","10,5269","7,3103",,,"9,6","5,0","2,199","6,257",,,,"10,7561","7,1424","9,5","10,4231","8,910652","11,6","5,522227","10,54","13,390904","13,867194","14,211573","15,448446","13,056074","12,74","12,56","9,161495","7,72516","4,7","11,0",,"3,77537","16,8842","24,4494","4,27014","5,53767","11,6",,,"14,13","11,617","9,8","17,3769","10,1271",,,"11,9322","5,07972"
681,2018-01-29 04:00:00,"3,99583","3,56867","7,40452","3,647","3,0","11,1655",,"8,7","3,0",,,,,,"10,64","7,5","6,5","8,09967","8,39282","12,4","4,280823","10,42","12,113058","12,225903","14,114916","14,355589","10,948656","12,66","12,78","8,736959","6,52878","4,7","10,0",,"17,2008","15,5876","23,5281","3,23328","2,3186","9,8",,,"12,78","12,0075","13,7987","17,058","6,79066",,,"7,40464","11,7876"
682,2018-01-29 05:00:00,"2,7","6,96352","3,39458",,"1,7091","11,253",,"6,6","3,0",,"0,557",,,,"10,7272","6,6464","6,9","6,40811","9,221351","12,7","6,12754","10,39","8,118351","10,010161","11,311876","16,085946","13,551937","14,56","13,9","5,977472","4,9987","4,8","12,0",,"7,64163","13,8825","20,5334","4,90765","3,64999","9,5",,,"13,22","12,282","11,9","14,0704","4,43176",,,"6,15671","6,77024"
683,2018-01-29 06:00:00,"3,73006","3,34628","2,91374",,,"8,7155",,"6,4",,,"10,532",,,,"10,2842","6,3488","6,1","5,37656","6,942892","9,8","4,834838","10,16","5,159735","7,958548","7,832241","14,264518","14,171766","14,06","11,42","4,067058","7,57069","4,3","11,0",,"8,01231","11,5082","15,917","4,91536","6,4","7,0",,,"12,01","12,6129","9,0","11,6959","3,91108",,,"4,19104","2,13202"
684,2018-01-29 07:00:00,"2,70265","1,58004","6,9",,"1,8364","14,403",,"8,1",,"2,199","9,107",,,,"10,4643","7,5","7,3","4,34084","5,700096","9,1","1,336334","8,55","4,284813","8,040613","10,441967","11,259161","11,568485","11,18","8,92","3,217986","4,75728","3,6","15,0",,"10,8443","9,81044","11,1413","6,46249","6,20083","6,0",,,"10,31","9,72511","11,1","10,8091","5,07266",,,"3,82642","1,67955"
685,2018-01-29 08:00:00,"4,37174","2,1562","6,1411","2,6814",,"3,9905",,"3,7","1,0","1,149","11,957",,,,"12,5892","7,5","6,8","4,37922","5,596529","9,9","0,443754","6,87","4,469007","9,189516","16,627986","9,164518","7,353649","7,83","8,81","2,793449","5,21595","4,0","4,0",,"10,9805","7,5807","8,29912","8,07711","16,7626","6,0",,,"17,34","10,4971","11,6318","8,78611","9,62127",,,"4,47335","4,99737"
686,2018-01-29 09:00:00,,"7,45443","7,45554","4,3712","3,2367","7,403",,"2,5","2,0","3,249","10,532",,,,"12,5072","7,5","5,6","5,962","5,803662","9,9","1,172182","7,62","3,732231","10,994935","18,271148","11,623446","7,229683","9,42","8,68","3,430254","10,2239","7,5","15,0",,"9,11004","7,02339","9,09694","13,1917","16,4305","6,4",,,"10,98","9,93957","11,9076",,,,,"4,74705","6,35307"
687,2018-01-29 10:00:00,,"4,18208","7,09036","1,5951",,"9,7655",,"4,7","4,0","7,449","14,807",,,,"14,0948","7,5","7,8","5,54644","6,217927","11,3","0,720762","7,69","4,399934","10,338419","16,917956","11,532375","9,708999","10,09","8,11","3,642522","8,05904","8,9","10,0",,"6,82128","8,41961","8,71569","15,2994","14,375","5,7",,,"13,54","15,3691","10,663","11,8942","12,8519",,,"4,94228","5,43457"
